category,subtype,common_name_ro,common_name_en,scientific_name,indoor_ok,toxic_flag,edible_part,primary_use,fertility_need,pruning_need,growth_rate,kc_ini,kc_mid,kc_end,kc_dev,root_depth_min_m,root_depth_max_m,depletion_fraction_p,allowable_depletion_pct,stage_days_ini,stage_days_dev,stage_days_mid,stage_days_end,growth_cycle,maturity_days_min,maturity_days_max,juvenile_years_to_bearing,spacing_row_m,spacing_plant_m,default_density_plants_m2,canopy_cover_max_frac,shade_tolerance,drought_tolerance,salinity_tolerance,typ_irrig_method,kc_source_tag,root_depth_source,water_stress_sensitive_stage,ph_min,ph_max,frost_tolerance_c,temp_opt_min_c,temp_opt_max_c
Fruit,PLANT_BERRY_BLUEBERRY,Afin,Blueberry,Vaccinium corymbosum,No,No,Fruit,Food,HIGH,LOW,MEDIUM,0.45,0.9,0.75,,0.3,0.6,0.35,35,25,45,80,40,Perennial,0,0,3,1.5,1.2,,0.85,MED,LOW,LOW,DRIP,EST,EST,Flowering/Berry fill,4.5,5.5,-25,14,26
Fruit,PLANT_BERRY_RASPBERRY,Zmeur,Raspberry,Rubus idaeus,No,No,Fruit,Food,MEDIUM,LOW,FAST,0.45,0.95,0.8,,0.4,1.0,0.4,40,25,45,70,40,Perennial,0,0,2,3.0,0.5,,0.9,MED,LOW,LOW,DRIP,EST,EST,Flowering/Berry fill,5.5,6.5,-25,14,26
Fruit,PLANT_BERRY_BLACKBERRY,Mur,Blackberry,Rubus fruticosus,No,No,Fruit,Food,MEDIUM,LOW,FAST,0.45,0.95,0.8,,0.5,1.2,0.4,40,25,50,80,40,Perennial,0,0,2,3.0,1.0,,0.9,LOW,LOW,LOW,DRIP,EST,EST,Flowering/Berry fill,5.5,7.0,-20,15,28
Fruit,PLANT_BERRY_STRAWBERRY_PERENN,Capsun (peren),Strawberry (perennial),Fragaria × ananassa,No,No,Fruit,Food,HIGH,LOW,FAST,0.7,1.0,0.9,,0.25,0.35,0.2,20,30,40,90,40,Perennial,0,0,0,0.35,0.35,,0.9,LOW,LOW,LOW,DRIP,FAO56,FAO56,Flowering/Fruit set,5.5,6.5,-8,14,24
Vegetable,PLANT_LEEK,Praz,Leek,Allium ampeloprasum,No,No,Stem,Vegetable,MEDIUM,LOW,MEDIUM,0.7,1.05,0.95,,0.4,0.6,0.35,35,25,35,60,20,Annual,100,120,0,0.25,0.1,,0.85,LOW,LOW,LOW,SPRINKLER,FAO56,FAO56,Shank growth,6.0,7.5,-8,12,22
Vegetable,PLANT_FENNEL,Fenicul,Fennel,Foeniculum vulgare,No,No,Bulb/Leaf,Vegetable,MEDIUM,LOW,MEDIUM,0.6,1.05,0.9,,0.5,0.7,0.35,35,25,35,55,15,Annual,90,110,0,0.4,0.25,,0.85,LOW,LOW,LOW,SPRINKLER,EST,FAO56,Bulb enlargement,6.0,7.5,-5,16,24
Vegetable,PLANT_OKRA,Bame,Okra,Abelmoschus esculentus,No,No,Pod,Vegetable,LOW,LOW,FAST,0.5,1.05,0.85,,0.6,1.2,0.5,50,25,35,70,30,Annual,80,110,0,0.9,0.4,,0.85,LOW,MED,LOW,DRIP,EST,EST,Flowering/Pod fill,6.0,7.5,5,20,32
Vegetable,PLANT_HORSERADISH,Hrean,Horseradish,Armoracia rusticana,No,No,Root,Vegetable,LOW,LOW,FAST,0.6,0.95,0.8,,0.5,1.0,0.45,45,25,40,80,30,Perennial,0,0,0,0.6,0.5,,0.9,LOW,MED,LOW,SPRINKLER,EST,EST,Root enlargement,6.0,7.5,-25,14,24
Vegetable,PLANT_JERUSALEM_ARTICHOKE,Topinambur,Jerusalem Artichoke,Helianthus tuberosus,No,No,Tuber,Vegetable,LOW,LOW,FAST,0.5,1.0,0.85,,0.6,1.2,0.5,50,25,50,80,40,Perennial,0,0,0,0.8,0.4,,0.9,LOW,HIGH,LOW,RAINFED,EST,EST,Tuber bulking,5.5,7.5,-20,16,28
Vegetable,PLANT_RHUBARB,Rubarba,Rhubarb,Rheum rhabarbarum,No,No,Petiole,Vegetable,MEDIUM,LOW,MEDIUM,0.6,0.95,0.85,,0.5,1.0,0.5,50,30,60,120,60,Perennial,0,0,1,1.0,1.0,,0.9,LOW,MED,LOW,DRIP,EST,EST,Stalk harvest,5.5,7.0,-25,10,22
Vegetable,PLANT_ENDIVE,Andiva,Endive,Cichorium endivia,No,No,Leaf,Vegetable,MEDIUM,LOW,FAST,0.7,1.0,0.9,,0.3,0.5,0.3,30,20,30,30,10,Annual,60,80,0,0.3,0.25,,0.85,MED,LOW,LOW,SPRINKLER,EST,FAO56,Leaf growth,6.0,7.5,-4,12,20
Vegetable,PLANT_RADICCHIO,Radicchio,Radicchio,Cichorium intybus var.,No,No,Leaf,Vegetable,MEDIUM,LOW,FAST,0.7,1.0,0.9,,0.3,0.5,0.3,30,20,35,35,10,Annual,70,90,0,0.3,0.25,,0.85,MED,LOW,LOW,SPRINKLER,EST,FAO56,Head formation,6.0,7.5,-4,12,20
Vegetable,PLANT_BOK_CHOY,Bok choy,Bok Choy,Brassica rapa subsp. chinensis,No,No,Leaf,Vegetable,MEDIUM,LOW,FAST,0.7,1.0,0.9,,0.3,0.5,0.3,30,15,20,25,10,Annual,40,55,0,0.3,0.2,,0.85,MED,LOW,LOW,SPRINKLER,EST,FAO56,Leaf growth,6.0,7.5,-4,12,20
Vegetable,PLANT_ARUGULA,Rucola,Arugula,Eruca sativa,No,No,Leaf,Vegetable,LOW,LOW,FAST,0.7,0.95,0.85,,0.25,0.4,0.3,30,10,15,15,5,Annual,35,50,0,0.25,0.2,,0.85,MED,LOW,LOW,SPRINKLER,EST,EST,Leaf growth,6.0,7.5,-4,10,22
Vegetable,PLANT_CHARD,Mangold,Swiss Chard,Beta vulgaris var. cicla,No,No,Leaf,Vegetable,MEDIUM,LOW,FAST,0.6,1.0,0.85,,0.4,0.8,0.4,40,20,40,80,30,Biennial,60,80,0,0.4,0.3,,0.9,MED,LOW,LOW,SPRINKLER,EST,FAO56,Leaf growth,6.0,7.5,-5,15,25
Vegetable,PLANT_OKRA_RED,Bame rosu,Okra (red),Abelmoschus spp.,No,No,Pod,Vegetable,LOW,LOW,FAST,0.5,1.05,0.85,,0.6,1.2,0.5,50,25,35,70,30,Annual,80,110,0,0.9,0.4,,0.85,LOW,MED,LOW,DRIP,EST,EST,Flowering/Pod fill,6.0,7.5,5,20,32
Herb,PLANT_LEMON_BALM,Roinita,Lemon Balm,Melissa officinalis,No,No,Leaf,Aromatic,LOW,LOW,FAST,0.6,0.9,0.85,,0.3,0.6,0.35,35,20,40,80,30,Perennial,0,0,0,0.3,0.3,,0.9,MED,LOW,LOW,MANUAL,EST,EST,Leaf growth,5.5,7.5,-20,15,25
Herb,PLANT_LEMON_VERBENA,Lamaïta,Lemon Verbena,Aloysia citriodora,No,No,Leaf,Aromatic,LOW,LOW,MEDIUM,0.5,0.85,0.8,,0.4,0.8,0.4,40,30,60,120,40,Perennial,0,0,0,0.6,0.5,,0.85,LOW,MED,LOW,DRIP,EST,EST,Leaf growth,6.0,7.5,-5,18,30
Herb,PLANT_STEVIA,Stevia,Stevia,Stevia rebaudiana,No,No,Leaf,Sweetener,LOW,LOW,MEDIUM,0.86,1.24,0.85,,0.3,0.5,0.35,35,20,34,18,24,Annual,96,96,0,0.4,0.2,,0.9,MED,LOW,LOW,DRIP,STUDY,EST,Leaf growth,6.0,7.5,5,18,30
Herb,PLANT_ECHINACEA,Echinacea,Echinacea,Echinacea purpurea,No,No,Flower/Root,Medicinal,LOW,LOW,MEDIUM,0.5,0.85,0.75,,0.5,0.9,0.45,45,30,60,120,40,Perennial,0,0,0,0.5,0.5,,0.9,MED,MED,LOW,DRIP,EST,EST,Flowering,6.0,7.5,-30,14,28
Herb,PLANT_CHAMOMILE,Musetel,Chamomile,Matricaria chamomilla,No,No,Flower,Medicinal,LOW,LOW,FAST,0.6,0.9,0.85,,0.25,0.4,0.3,30,15,25,40,15,Annual,60,70,0,0.2,0.15,,0.9,MED,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.5,-6,14,26
Herb,PLANT_LOVAGE,Leustean,Lovage,Levisticum officinale,No,No,Leaf,Aromatic,MEDIUM,LOW,MEDIUM,0.6,0.95,0.85,,0.5,1.0,0.45,45,30,60,120,40,Perennial,0,0,0,0.5,0.5,,0.9,MED,LOW,LOW,DRIP,EST,EST,Leaf growth,6.0,7.5,-25,12,24
Herb,PLANT_CATNIP,Iarba matei,Catnip,Nepeta cataria,No,No,Leaf,Aromatic,LOW,LOW,FAST,0.5,0.85,0.75,,0.3,0.6,0.35,35,20,40,80,30,Perennial,0,0,0,0.3,0.3,,0.9,MED,LOW,LOW,MANUAL,EST,EST,Leaf growth,6.0,7.5,-25,12,26
Lawn,PLANT_BERMUDA_GRASS,Iarba Bermuda,Bermuda Grass,Cynodon dactylon,No,No,Leaf,Cover,MEDIUM,LOW,FAST,0.6,0.95,0.85,,0.3,0.6,0.25,25,15,35,80,50,Perennial,0,0,0,0.0,0.0,100.0,1.0,LOW,HIGH,MED,SPRINKLER,FAO56,FAO56,Mid-season,5.5,7.5,-5,22,35
Lawn,PLANT_ZOYSIA,Zoysia,Zoysia,Zoysia japonica,No,No,Leaf,Cover,LOW,LOW,SLOW,0.55,0.9,0.8,,0.3,0.6,0.25,25,20,45,100,40,Perennial,0,0,0,,,,100.0,1.0,MED,HIGH,MED,SPRINKLER,EST,FAO56,Mid-season,5.5,7.5,-10,20,33
Lawn,PLANT_ST_AUGUSTINE,St Augustine,St Augustine Grass,Stenotaphrum secundatum,No,No,Leaf,Cover,LOW,LOW,MEDIUM,0.6,0.95,0.85,,0.3,0.5,0.25,25,15,35,100,40,Perennial,0,0,0,,,,100.0,1.0,MED,MED,LOW,SPRINKLER,EST,EST,Mid-season,6.0,7.5,0,22,35
Lawn,PLANT_KENTUCKY_BLUEGRASS,Iarba Kentucky,Kentucky Bluegrass,Poa pratensis,No,No,Leaf,Cover,MEDIUM,LOW,MEDIUM,0.55,0.95,0.85,,0.08,0.15,0.25,25,15,40,120,40,Perennial,0,0,0,,,,100.0,1.0,MED,LOW,LOW,SPRINKLER,FAO56,FAO56,Mid-season,6.0,7.5,-25,15,28
Lawn,PLANT_TALL_FESCUE,Festuca inalta,Tall Fescue,Festuca arundinacea,No,No,Leaf,Cover,LOW,LOW,MEDIUM,0.55,0.9,0.85,,0.1,0.3,0.25,25,15,40,120,40,Perennial,0,0,0,,,,100.0,1.0,MED,MED,LOW,SPRINKLER,FAO56,FAO56,Mid-season,5.5,7.5,-25,12,28
Lawn,PLANT_FINE_FESCUE,Festuca fina,Fine Fescue,Festuca rubra,No,No,Leaf,Cover,LOW,LOW,SLOW,0.55,0.85,0.8,,0.08,0.2,0.25,25,15,40,120,40,Perennial,0,0,0,,,,100.0,1.0,HIGH,LOW,LOW,SPRINKLER,EST,FAO56,Mid-season,5.5,7.5,-30,10,24
Lawn,PLANT_PERENNIAL_RYEGRASS,Rai peren,Perennial Ryegrass,Lolium perenne,No,No,Leaf,Cover,HIGH,LOW,FAST,0.6,0.95,0.85,,0.1,0.25,0.25,25,10,35,90,40,Perennial,0,0,0,,,,100.0,1.0,MED,LOW,LOW,SPRINKLER,FAO56,FAO56,Mid-season,5.5,7.5,-15,12,24
Lawn,PLANT_ANNUAL_RYEGRASS,Rai anual,Annual Ryegrass,Lolium multiflorum,No,No,Leaf,Cover,MEDIUM,LOW,FAST,0.6,0.95,0.85,,0.1,0.25,0.25,25,10,35,60,20,Annual,60,120,0,,,,100.0,0.95,MED,LOW,LOW,SPRINKLER,FAO56,FAO56,Mid-season,5.5,7.5,-8,12,24
Lawn,PLANT_BUFFALO_GRASS,Buffalo,Buffalo Grass,Bouteloua dactyloides,No,No,Leaf,Cover,LOW,LOW,SLOW,0.5,0.85,0.75,,0.1,0.3,0.25,25,15,50,110,40,Perennial,0,0,0,,,,100.0,0.9,HIGH,HIGH,LOW,SPRINKLER,EST,EST,Mid-season,6.0,8.0,-20,20,32
Lawn,PLANT_CENTIPEDE_GRASS,Centipede,Centipede Grass,Eremochloa ophiuroides,No,No,Leaf,Cover,LOW,LOW,SLOW,0.55,0.9,0.8,,0.08,0.2,0.25,25,15,45,110,40,Perennial,0,0,0,,,,100.0,0.95,HIGH,MED,LOW,SPRINKLER,EST,EST,Mid-season,5.0,6.5,-10,20,32
Lawn,PLANT_BAHIA_GRASS,Bahia,Bahia Grass,Paspalum notatum,No,No,Leaf,Cover,LOW,LOW,MEDIUM,0.55,0.9,0.85,,0.1,0.4,0.25,25,15,45,110,40,Perennial,0,0,0,,,,100.0,0.95,MED,HIGH,HIGH,SPRINKLER,EST,EST,Mid-season,5.0,7.5,-5,22,35
Lawn,PLANT_WHITE_CLOVER,Trifoi alb,White Clover,Trifolium repens,No,No,Leaf/Crown,Cover,LOW,LOW,FAST,0.55,0.9,0.85,,0.1,0.3,0.3,30,15,40,100,40,Perennial,0,0,0,0.0,0.0,100.0,0.95,HIGH,LOW,LOW,SPRINKLER,EST,EST,Mid-season,6.0,7.0,-20,12,26
Lawn,PLANT_CREEPING_THYME,Cimbru tarator,Creeping Thyme,Thymus serpyllum,No,No,Leaf,Aromatic/Cover,LOW,LOW,FAST,0.45,0.7,0.65,,0.05,0.15,0.3,30,20,50,120,40,Perennial,0,0,0,0.0,0.0,100.0,0.9,HIGH,HIGH,LOW,DRIP,EST,EST,Flowering,6.0,8.0,-25,15,28
Lawn,PLANT_PERIWINKLE,Vinca,Vinca,Vinca minor,No,Yes,Leaf,Cover,LOW,LOW,MEDIUM,0.45,0.75,0.7,,0.05,0.2,0.35,35,25,60,150,70,Perennial,0,0,0,0.0,0.0,100.0,0.95,HIGH,MED,LOW,DRIP,EST,EST,None,6.0,7.5,-25,10,22
Lawn,PLANT_ORNAMENTAL_GRASS,Iarba ornamentala,Ornamental Grass,Miscanthus sinensis,No,No,Leaf,Ornamental,LOW,LOW,FAST,0.5,0.85,0.8,,0.4,0.8,0.4,40,30,70,160,60,Perennial,0,0,0,0.7,0.7,,0.9,LOW,HIGH,MED,SPRINKLER,EST,EST,Flowering,5.5,7.5,-20,15,30
Lawn,PLANT_CORAL_BELLS,Heuchera,Coral Bells,Heuchera spp.,No,No,Leaf,Ornamental,LOW,LOW,MEDIUM,0.55,0.85,0.8,,0.15,0.3,0.3,30,25,50,120,50,Perennial,0,0,0,0.4,0.4,,0.9,MED,LOW,LOW,DRIP,EST,EST,None,5.5,7.5,-25,12,24
Lawn,PLANT_GARDEN_FERN,Feriga gradina,Garden Fern,Dryopteris filix-mas,No,No,Leaf,Ornamental,LOW,LOW,MEDIUM,0.6,0.9,0.85,,0.15,0.3,0.35,35,25,60,160,60,Perennial,0,0,0,0.5,0.5,,0.9,HIGH,LOW,LOW,DRIP,EST,EST,None,5.0,6.5,-30,12,22
Shrub,PLANT_BOXWOOD,Cimisir,Boxwood,Buxus sempervirens,No,Yes,None,Hedge,LOW,HIGH,SLOW,0.45,0.7,0.7,,0.3,0.6,0.5,50,40,90,999,0,Perennial,0,0,0,0.4,0.4,,0.9,HIGH,MED,LOW,DRIP,EST,EST,None,6.5,7.5,-25,12,28
Shrub,PLANT_PRIVET,Ligustru,Privet,Ligustrum vulgare,No,No,None,Hedge,LOW,MEDIUM,FAST,0.5,0.8,0.75,,0.4,0.8,0.5,50,30,60,999,0,Perennial,0,0,0,0.5,0.4,,0.95,MED,LOW,LOW,DRIP,EST,EST,None,6.0,7.5,-25,15,30
Shrub,PLANT_CHERRY_LAUREL,Laur englez,Cherry Laurel,Prunus laurocerasus,No,Yes,None,Hedge,MEDIUM,MEDIUM,FAST,0.55,0.85,0.8,,0.6,1.2,0.5,50,30,70,999,0,Perennial,0,0,0,0.8,0.6,,0.95,MED,LOW,LOW,DRIP,EST,EST,None,6.0,7.5,-20,12,26
Shrub,PLANT_ROSEHIP,Maces,Rosehip,Rosa canina,No,No,Fruit/Flower,Medicinal,LOW,LOW,MEDIUM,0.5,0.85,0.75,,0.6,1.2,0.5,50,30,70,999,0,Perennial,0,0,0,1.5,1.5,,0.9,MED,MED,LOW,RAINFED,EST,EST,Flower/Fruit,5.5,7.5,-28,10,24
Shrub,PLANT_ELDERBERRY,Soc,Elderberry,Sambucus nigra,No,No,Fruit/Flower,Food/Medicinal,LOW,LOW,FAST,0.5,0.9,0.8,,0.6,1.5,0.5,50,30,80,999,0,Perennial,0,0,0,2.5,2.0,,0.9,MED,LOW,LOW,DRIP,EST,EST,Flower/Fruit,5.5,7.5,-25,12,26
Shrub,PLANT_SEA_BUCKTHORN,Catina,Sea Buckthorn,Hippophae rhamnoides,No,No,Fruit,Medicinal,LOW,LOW,MEDIUM,0.45,0.85,0.75,,0.6,1.5,0.6,60,30,80,999,0,Perennial,0,0,0,3.0,2.0,,0.85,LOW,HIGH,HIGH,DRIP,EST,EST,Fruit set,6.0,8.0,-35,12,28
Shrub,PLANT_ARONIA,Aronia,Chokeberry,Aronia melanocarpa,No,No,Fruit,Medicinal,LOW,LOW,MEDIUM,0.45,0.9,0.8,,0.5,1.2,0.5,50,30,70,999,0,Perennial,0,0,0,2.0,1.5,,0.9,MED,MED,LOW,DRIP,EST,EST,Flower/Fruit,5.0,7.0,-34,12,24
Shrub,PLANT_FIRETHORN,Piracanta,Firethorn,Pyracantha coccinea,No,Yes,None,Hedge/Ornamental,LOW,MEDIUM,FAST,0.45,0.8,0.75,,0.5,1.0,0.5,50,30,80,999,0,Perennial,0,0,0,0.6,0.6,,0.9,MED,HIGH,MED,DRIP,EST,EST,None,6.0,7.5,-20,12,28
Shrub,PLANT_BARBERRY,Dracila,Barberry,Berberis thunbergii,No,Yes,None,Hedge/Ornamental,LOW,MEDIUM,MEDIUM,0.45,0.8,0.75,,0.4,0.8,0.5,50,25,70,999,0,Perennial,0,0,0,0.5,0.5,,0.9,MED,MED,LOW,DRIP,EST,EST,None,6.0,7.5,-28,12,26
Shrub,PLANT_CURRANT,Coacaz,Currant,Ribes rubrum,No,No,Fruit,Food,MEDIUM,LOW,MEDIUM,0.45,0.9,0.75,,0.5,1.2,0.5,50,25,60,110,30,Perennial,0,0,0,2.0,1.2,,0.9,MED,LOW,LOW,DRIP,EST,EST,Flower/Fruit set,5.5,7.0,-28,12,24
Shrub,PLANT_GOOSEBERRY,Agris,Gooseberry,Ribes uva-crispa,No,No,Fruit,Food,MEDIUM,LOW,MEDIUM,0.45,0.9,0.75,,0.5,1.0,0.5,50,25,60,110,30,Perennial,0,0,0,1.8,1.2,,0.9,MED,LOW,LOW,DRIP,EST,EST,Flower/Fruit set,5.5,7.0,-28,12,24
Shrub,PLANT_BLACKCURRANT,Coacaz negru,Blackcurrant,Ribes nigrum,No,No,Fruit,Food,MEDIUM,LOW,MEDIUM,0.45,0.9,0.75,,0.5,1.2,0.5,50,25,60,110,30,Perennial,0,0,0,2.0,1.2,,0.9,MED,LOW,LOW,DRIP,EST,EST,Flower/Fruit set,5.5,7.0,-28,12,24
Shrub,PLANT_RASPBERRY_CANEBED,Zmeur pat,Raspberry (bed),Rubus idaeus (bed),No,No,Fruit,Food,MEDIUM,LOW,FAST,0.45,0.95,0.8,,0.4,1.0,0.4,40,25,50,80,40,Perennial,0,0,2,0.5,0.3,,0.9,MED,LOW,LOW,DRIP,EST,EST,Flower/Berry fill,5.5,6.5,-25,14,26
Indoor,PLANT_CALATHEA,Calathea,Calathea,Calathea roseopicta,Yes,Yes,None,Ornamental,MEDIUM,LOW,MEDIUM,0.6,0.8,0.8,,0.15,0.4,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,6.0,7.0,18,18,26
Indoor,PLANT_ORCHID,Orhidee,Orchid (Phalaenopsis),Phalaenopsis sp.,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.6,0.75,0.75,,0.1,0.25,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,Flowering,5.5,6.5,18,18,25
Indoor,PLANT_YUCCA_INDOOR,Yucca interior,Yucca (indoor),Yucca gigantea,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.4,0.55,0.55,,0.3,0.7,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.5,10,18,30
Indoor,PLANT_AGLAONEMA,Aglaonema,Aglaonema,Aglaonema commutatum,Yes,Yes,None,Ornamental,LOW,LOW,MEDIUM,0.55,0.7,0.7,,0.15,0.3,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,5.5,6.5,18,18,26
Indoor,PLANT_BROMELIAD,Bromelia,Bromeliad,Guzmania lingulata,Yes,No,None,Ornamental,LOW,LOW,MEDIUM,0.55,0.7,0.7,,0.1,0.2,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,5.0,6.5,18,20,28
Indoor,PLANT_TRADESCANTIA,Tradescantia,Tradescantia,Tradescantia zebrina,Yes,No,None,Ornamental,LOW,LOW,FAST,0.55,0.75,0.75,,0.1,0.3,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,5.5,7.0,16,18,28
Indoor,PLANT_MONEY_TREE,Arbore bani,Money Tree,Pachira aquatica,Yes,No,None,Ornamental,MEDIUM,LOW,MEDIUM,0.55,0.75,0.75,,0.3,0.8,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,MED,LOW,MANUAL,EST,EST,None,6.0,7.5,15,20,30
Indoor,PLANT_SCHEFFLERA,Schefflera,Schefflera,Schefflera arboricola,Yes,No,None,Ornamental,MEDIUM,LOW,MEDIUM,0.55,0.75,0.75,,0.3,0.9,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,LOW,LOW,MANUAL,EST,EST,None,6.0,7.5,15,20,30
Indoor,PLANT_HOYA,Hoya,Hoya,Hoya carnosa,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.5,0.65,0.65,,0.2,0.5,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.5,15,20,30
Indoor,PLANT_TILLANDSIA,Tillandsia,Air Plant,Tillandsia ionantha,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.4,0.55,0.55,,0.02,0.05,0.4,40,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,HIGH,LOW,MANUAL,EST,EST,None,5.5,7.5,15,20,30
Succulent,PLANT_ECHEVERIA,Echeveria,Echeveria,Echeveria elegans,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.25,0.45,0.35,,0.1,0.25,0.6,60,0,0,999,0,Perennial,0,0,0,0.15,0.15,,0.9,LOW,HIGH,LOW,DRIP,EST,EST,None,6.0,7.5,2,18,30
Succulent,PLANT_HAWORTHIA,Haworthia,Haworthia,Haworthia fasciata,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.25,0.4,0.35,,0.05,0.15,0.6,60,0,0,999,0,Perennial,0,0,0,0.15,0.15,,0.9,LOW,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.5,5,18,28
Succulent,PLANT_LITHOPS,Lithops,Lithops,Lithops spp.,Yes,No,None,Ornamental,LOW,LOW,VERY_SLOW,0.2,0.35,0.3,,0.03,0.1,0.65,65,0,0,999,0,Perennial,0,0,0,0.05,0.05,,0.9,LOW,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.5,5,18,30
Succulent,PLANT_PONYTAIL_PALM,Palmier coada cal,Ponytail Palm,Beaucarnea recurvata,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.25,0.45,0.4,,0.2,0.6,0.65,65,0,0,999,0,Perennial,0,0,0,0.4,0.4,,0.8,LOW,HIGH,LOW,DRIP,EST,EST,None,6.0,7.5,5,20,34
Succulent,PLANT_WAX_PLANT,Floare ceara,Wax Plant,Hoya carnosa (succ),Yes,No,None,Ornamental,LOW,LOW,SLOW,0.25,0.45,0.4,,0.2,0.5,0.6,60,0,0,999,0,Perennial,0,0,0,0.3,0.3,,0.85,LOW,HIGH,LOW,DRIP,EST,EST,Flowering,6.0,7.5,10,18,30
Succulent,PLANT_AIR_PLANT,Planta aer,Airl Plant,Tillandsia spp.,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.2,0.35,0.35,,0.02,0.05,0.5,50,0,0,999,0,Perennial,0,0,0,0.0,0.0,100.0,0.8,HIGH,HIGH,LOW,MANUAL,EST,EST,None,5.5,7.5,10,18,30
